student_id,course_code1,course_code2,course_code3,course_code4,course_code5,course_code6,course_code7,course_code8,course_code9,semester,academic_year
1HK24CS024,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS025,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS026,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS027,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS028,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS029,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS030,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS031,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS032,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS033,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS034,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS035,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS036,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS037,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS038,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS039,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS040,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS041,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS042,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS043,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS044,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS045,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS046,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS047,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS048,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS049,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS050,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS051,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS052,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS053,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS054,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS055,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS056,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS057,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS058,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS059,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS060,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS061,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS062,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS063,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS064,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS065,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS066,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS067,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS068,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS069,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS070,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS071,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS072,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS073,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS074,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS075,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS076,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS077,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS078,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS079,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS080,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS081,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS082,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS083,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS084,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS085,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS086,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS087,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS088,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS089,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS090,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS091,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS092,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS093,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS094,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS095,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS096,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS097,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS098,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS099,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS100,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS101,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS102,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS103,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS104,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS105,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS106,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS107,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS108,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS109,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS110,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS111,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS112,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS113,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS114,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS115,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS116,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS117,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS118,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS119,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS120,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS121,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS122,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS123,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS124,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS125,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS126,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS127,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS128,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS129,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS130,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS131,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS132,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS133,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS134,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS135,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS136,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS137,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS138,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS139,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS140,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS141,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS142,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS143,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS144,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS145,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS146,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS147,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS148,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS149,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS150,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS151,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS152,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS153,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS154,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS155,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS156,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS157,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS158,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS159,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS160,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS161,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS162,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS163,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS164,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS165,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS166,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS167,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS168,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS169,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS170,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS171,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS172,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS173,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS174,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS175,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS176,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS177,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS178,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS179,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS180,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS181,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS182,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS183,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS184,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS185,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS186,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS187,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS188,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS189,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS190,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS191,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS192,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS193,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS194,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS195,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS196,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS197,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS198,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS199,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS200,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS201,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS202,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS203,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS204,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS205,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS206,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS207,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS208,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS209,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS210,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS211,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS212,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS213,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS214,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS215,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS216,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
